Time,Node,Stock,Action,Demand,Delivery,Reward
36,A,16.0,15.0,0.0,0.0,-78.5
36,B,65.0,0.0,0.0,0.0,-78.5
36,C,63.0,0.0,0.0,0.0,-78.5
37,A,8.0,15.0,8.0,0.0,413.5
37,B,54.0,0.0,11.0,0.0,413.5
37,C,58.0,0.0,5.0,0.0,413.5
38,A,11.0,15.0,12.0,15.0,452.5
38,B,40.0,0.0,14.0,0.0,452.5
38,C,58.0,15.0,0.0,0.0,452.5
39,A,21.0,15.0,5.0,15.0,191.5
39,B,40.0,0.0,0.0,0.0,191.5
39,C,50.0,15.0,8.0,0.0,191.5
40,A,36.0,15.0,0.0,15.0,149.5
40,B,40.0,0.0,0.0,0.0,149.5
40,C,39.0,15.0,11.0,0.0,149.5
41,A,51.0,15.0,0.0,15.0,263.0
41,B,29.0,0.0,11.0,0.0,263.0
41,C,48.0,15.0,6.0,15.0,263.0
42,A,66.0,0.0,0.0,15.0,201.5
42,B,24.0,15.0,5.0,0.0,201.5
42,C,54.0,0.0,9.0,15.0,201.5
43,A,81.0,0.0,0.0,15.0,-93.5
43,B,24.0,15.0,0.0,0.0,-93.5
43,C,69.0,0.0,0.0,15.0,-93.5
44,A,90.0,0.0,6.0,15.0,554.0
44,B,7.0,0.0,17.0,0.0,554.0
44,C,75.0,0.0,9.0,15.0,554.0
45,A,88.0,0.0,2.0,0.0,316.5
45,B,14.0,0.0,8.0,15.0,316.5
45,C,65.0,0.0,10.0,0.0,316.5
46,A,80.0,0.0,8.0,0.0,155.0
46,B,25.0,0.0,4.0,15.0,155.0
46,C,65.0,0.0,0.0,0.0,155.0
47,A,76.0,0.0,4.0,0.0,-3.0
47,B,25.0,0.0,0.0,0.0,-3.0
47,C,65.0,0.0,0.0,0.0,-3.0
48,A,76.0,0.0,0.0,0.0,40.0
48,B,25.0,0.0,0.0,0.0,40.0
48,C,59.0,0.0,6.0,0.0,40.0
49,A,61.0,0.0,15.0,0.0,617.0
49,B,12.0,0.0,13.0,0.0,617.0
49,C,53.0,0.0,6.0,0.0,617.0
50,A,61.0,0.0,0.0,0.0,121.5
50,B,12.0,0.0,0.0,0.0,121.5
50,C,44.0,0.0,9.0,0.0,121.5
51,A,61.0,0.0,0.0,0.0,-71.5
51,B,12.0,15.0,0.0,0.0,-71.5
51,C,44.0,15.0,0.0,0.0,-71.5
52,A,61.0,0.0,0.0,0.0,-71.5
52,B,12.0,15.0,0.0,0.0,-71.5
52,C,44.0,15.0,0.0,0.0,-71.5
